"mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
0.00384071403006859,1.91186507239564e-05,0.00103719347659885,0.00204139193893109,0.00308861784224094,0.00376698571920267,0.0045190627322166,0.00607602577140976,2943.10038032787,1.0000445430862
56.3471878370368,0.178714159875805,4.80043614661776,50.5294167461196,53.226137443117,54.9266506164577,57.9579987077158,70.0073838381469,721.511847503438,1.00201014828461
73.8897198172383,0.212764194416615,8.83622360262832,57.0649180922665,67.5040693547936,74.7976552517018,79.944643436882,90.0841512853,1724.79032644556,1.00048717717882
9.4577684086186,0.168281912226993,5.61698740462531,0.959395864516876,4.94905092764812,8.74789793746324,13.2376112875376,21.7390963482157,1114.12013555206,1.00187446857954
2.47934185523319,0.0581788580260053,1.75130676446834,0.216552606230902,1.16802264307492,2.06923855847472,3.37907599970904,6.94648324637999,906.137420193342,1.00117340422636
3.00959095580205,0.0394827146156334,1.17240286248463,1.61680126734169,2.25986077029344,2.75460883644698,3.4407376737695,6.05755009600716,881.738351053222,1.00269222949265
107.879275074806,0.0577443482046202,2.36114980130873,104.297722773587,106.092821982,107.692954338734,109.292821223859,113.279444520917,1671.96859501999,1.00405438786638
118.101264497655,0.164646659423418,6.21228428575612,107.650799255753,113.236518985874,117.648605287294,122.752946121632,130.073831484466,1423.62890139096,1.00449649532893
6.65217005996214,0.0710880873388379,2.23334321334092,1.01710245554461,5.54512850796252,7.13354432695937,8.22672294177814,9.91084885002273,987.000288349945,1.00511632403992
1.36599914058187,0.0204884286720814,0.813354312822668,0.212745796623168,0.714930669844177,1.24956453768364,1.86213786603145,3.22219001718396,1575.94930648198,1.00263587633865
24.3712230213639,0.147492208741354,6.25141928519277,15.0533029536809,19.9605354326724,23.4479224907444,27.5961599920978,39.3722635423888,1796.46639502929,1.00142789742214
712.106450176173,2.53081947770975,91.7982530602948,517.93839275233,648.193451919645,718.000581136858,781.334163571144,867.413376942794,1315.66856011456,1.00025670638686
883.958916202363,0.893391508795677,42.4914924893507,790.126528789082,858.605677325653,886.664799698469,912.778685091494,958.259273870996,2262.14443472534,1.00084731678292
65.5757963234164,0.292484928614983,13.7145619407882,43.5183229390373,56.1981108182182,64.0155456618393,73.2327041504984,97.6119328982292,2198.6540285918,1.00106842090129
141.747366784841,0.559993775540195,24.1246142958145,98.0485623966337,125.162503547964,140.008426098475,157.099945926457,193.006407363609,1855.89908499835,1.000116438078
1122.37904265074,0.486549147273429,16.3661500270036,1094.22248321305,1108.62765948631,1122.80120202212,1136.60697298193,1148.52808301522,1131.46109253168,1.00156072018734
12.7160662930578,0.207514456586453,6.18456156220625,2.42315971078023,7.83895644294634,12.4674888642959,17.1295007722023,24.9726959190031,888.221167959451,1.00326401429864
1.15896195737087,0.00889069744907917,0.384604959463448,0.513038404968651,0.855541943751378,1.11619061015577,1.44521114231758,1.92211053564594,1871.36325395506,1.00066708873631
638.884666975187,1.41635637728531,46.0755975748742,556.751739863681,607.161690443695,635.381055206764,666.731383242643,738.021800640909,1058.2709343049,1.00479823102671
1012.4443129039,0.254602351531228,11.233690116339,988.66597692482,1005.45784800554,1012.64454717588,1020.29885195404,1032.26281109353,1946.7942648403,1.00227939614352
10.3384004711964,0.138989487483255,4.95257130580883,1.01389245976356,7.23857491349556,10.3263288173784,13.3216627381703,20.2298244569552,1269.68961445424,1.00339269126616
87.8220267226079,0.379925418896886,12.8426396137417,64.9437122931084,79.0814350597974,87.0234943158126,95.8751879443925,114.830412643821,1142.64648869606,1.00229460717148
0.42417034181045,0.000608172308354126,0.0336263171650574,0.362332325232497,0.400452922819427,0.422842742982093,0.445929318967278,0.494939289411217,3057.06960056817,1.00099580053818
-1526.53555369315,0.127028519152499,3.91000160594236,-1534.52032187921,-1529.03465961029,-1526.22993071347,-1523.82433351318,-1519.7290556748,947.439312149429,1.00310241168381
