"D0","T1s","T1e","B_T1e","B_T1s","M1","T2s","T2e","B_T2e","B_T2s","M2","S1s","S1e","B_S1e","B_S1s","S3s","B_S3s","M3","S2s","S2e","B_S2e","B_S2s","nu"
0.002839482106342,52.384675566624,80.9222978173736,21.5253864808609,1.0746107348843,1.81083271159933,111.749685189753,115.252280373736,7.42627257713512,0.803392659406897,29.4467748629648,664.0458211965,819.081041268965,94.1538317732915,106.139308629486,1095.34398179826,2.79529678247699,0.607887885016065,622.393767951708,996.058650509275,15.2994999280858,71.4936608391075,0.418236354037081
0.00423512499302074,64.2439957652615,74.3195513732393,3.5458590090965,4.34710331474408,4.22483975744988,107.672234471637,118.208529928793,8.48751377454124,1.10621500338526,14.4314525970422,628.896593506573,934.289589945701,53.0123369069788,122.298676818563,1123.03954688443,12.4471221074341,1.8597699579383,633.148458961919,1031.2704707059,6.16708990668792,104.447560562049,0.416130872126256
0.00400886668712774,64.9774758506163,78.5728949072329,4.87019337820753,5.93140399196923,4.76820996396799,107.915565500731,120.231944697502,9.04005045498193,1.67107242550189,15.7459172522441,597.926206531154,900.156190254183,51.9300876817275,126.020894528296,1113.75896080025,9.70157344052213,1.81755020346804,644.194489717353,1031.60580575433,6.60720329702278,102.93207338941,0.417966722617923
0.00385518488576742,52.4568563765052,57.1447329453279,19.3559453772163,0.73051318250568,2.02680057483395,108.475911133265,113.986978892825,5.23571849592914,1.4323945991495,32.9848190763162,772.66370368973,848.918333273207,78.944490445387,165.250860977615,1144.80390431216,21.5187832776104,1.13825004317902,618.084364332158,1010.44448353338,9.27271992561697,73.4445898579752,0.425850065703402
0.00359476716824165,53.4742851101353,82.0401700729787,3.51091034219808,1.87051861247833,2.95458155358649,106.703653174118,125.16069183927,8.29862801159995,1.10785289647257,17.5338203360042,756.512272587705,840.023911058696,63.0424481869565,114.359387844191,1134.52671656092,13.9832181945559,1.4254562733105,723.09598296004,1020.0634035612,12.0097813667569,116.633888625728,0.427031974815279
0.0042545723257226,54.6527299093726,65.7022900775234,10.6299632589984,0.922237923195938,3.55022108777372,108.115126943782,111.651343238012,7.61165280655857,1.23261040657688,22.831579256127,603.204306267329,907.864452339336,52.7723207529285,118.331978887285,1107.19191724454,11.6209809122772,0.726935203021163,584.82064834971,1018.4451399029,8.3487214408837,67.6066882365213,0.438184332001287
0.00417005031835679,52.6316649415634,95.3356745676635,21.9591704540705,1.65711604162109,1.59613644260454,111.861722823891,112.348437918372,3.53299862424527,0.801493554822761,41.0735485575837,675.89607901569,926.666207705237,69.0581164449589,156.702506031478,1111.57823265521,7.07846236663754,1.83944960735746,595.082667210204,1002.81381000862,12.4026502356073,68.028347907934,0.403024464553277
0.00340913392413906,54.7782391003131,75.1956059272949,12.2845988527108,2.37875519854007,2.78059768699043,111.971419717466,112.62760520073,3.91061080047231,1.70407552806046,40.9800423935103,736.255325157433,855.516301738728,66.8645321065931,139.479150602141,1137.82499849421,19.410362495237,1.88654122215158,588.901803838784,1022.35075733201,4.00690076685868,66.1901244827762,0.427059760418053
0.00338540384135071,55.5636126768363,70.2148378564783,12.220910814668,3.15031522828641,3.39149969791002,112.6396977403,113.004700252017,6.05467409128344,1.80066367788506,26.7060923910577,816.593332749177,892.693442526735,47.9605393186645,147.133581259557,1135.30429873293,20.7794207332149,1.73083388454331,611.048239816354,1015.89849185028,2.93872655594619,75.7261922207177,0.42046835925281
0.00393471943421912,51.7546859062397,78.9078765627467,13.3199358898648,0.32269916600754,2.75814300678411,108.24370008508,125.061294883817,1.63802726675292,1.00709931546202,22.8869537221922,680.448379629934,850.48986251143,58.4350027574714,110.026049850108,1133.24269360825,20.6000396962686,1.35644324145966,605.635413057433,1026.66530541518,4.71906997784431,78.5676091321359,0.372373338366175
0.00473556814294989,57.2938073423824,74.4488710538119,14.0778314285475,3.62972428511283,1.86049982513828,110.385227382956,126.901235029127,4.34543957608881,1.6678096905246,23.3270982965222,691.353432113011,901.098904548839,73.7275742851626,134.688434247827,1126.34631653598,16.1881360672301,1.31090138686858,633.003731988406,1017.90544575831,7.04955147389527,83.1421417357648,0.422754144476804
0.00437981201663501,54.3299976291526,69.3042217892798,14.3035775706556,3.58542915618934,1.89535185313586,109.132247636484,122.614020239542,4.8386004796312,1.70872257377438,22.7237729949292,674.141132542481,874.007652609357,70.5742626756321,132.658865991778,1126.98883373498,19.9055378968528,1.34106993411682,637.097234987721,1016.55913871533,9.32773039328604,85.0774668292766,0.418390615796911
