LatS,LatE,LongS,LongE,SegSize,SegProp,CumuStart,CumuEnd
40.6807675,40.6900216,-124.2897847,-124.2833462,1.163436134,1,205.6576437,206.8210798
40.6900216,40.70014095,-124.2833462,-124.2758111,1.292161678,1,206.8210798,208.1132415
40.70014095,40.70811964,-124.2758111,-124.2697172,1.025172763,1,208.1132415,209.1384142
40.70811964,40.71927409,-124.2697172,-124.2612557,1.430733346,1,209.1384142,210.5691476
40.71927409,40.73007585,-124.2612557,-124.2534471,1.369537618,1,210.5691476,211.9386852
40.73007585,40.73805789,-124.2534471,-124.2478358,1.005638199,1,211.9386852,212.9443234
40.73805789,40.75734239,-124.2478358,-124.2358688,2.369485032,0.99477285,212.9443234,215.3138084
40.75734239,40.76683604,-124.2358688,-124.2300592,1.163526471,0.295834154,215.3138084,216.4773349
40.76683604,40.77630795,-124.2300592,-124.2228938,1.213830849,1,216.4773349,217.6911657
40.77630795,40.78467132,-124.2228938,-124.2163637,1.080344096,1,217.6911657,218.7715098
40.78467132,40.79493045,-124.2163637,-124.208613,1.314194925,1,218.7715098,220.0857048
40.79493045,40.80498583,-124.208613,-124.2022019,1.241525551,1,220.0857048,221.3272303
40.80498583,40.81698791,-124.2022019,-124.1941523,1.496667962,1,221.3272303,222.8238983
40.81698791,40.82525356,-124.1941523,-124.1890312,1.015107367,1,222.8238983,223.8390056
40.82525356,40.83488166,-124.1890312,-124.1829267,1.187418003,1,223.8390056,225.0264236
40.83488166,40.8445298,-124.1829267,-124.1767828,1.190834973,1,225.0264236,226.2172586
40.8445298,40.85317715,-124.1767828,-124.1721008,1.039060987,1,226.2172586,227.2563196
40.85317715,40.86188768,-124.1721008,-124.1666809,1.070466784,1,227.2563196,228.3267864
40.86188768,40.87068089,-124.1666809,-124.1619997,1.054021993,1,228.3267864,229.3808084
40.87068089,40.87902301,-124.1619997,-124.1574366,1.003814471,1,229.3808084,230.3846229
40.87902301,40.88899401,-124.1574366,-124.1528346,1.174285806,1,230.3846229,231.5589087
40.88899401,40.89894893,-124.1528346,-124.1479868,1.179552646,1,231.5589087,232.7384613
40.89894893,40.90951718,-124.1479868,-124.1436502,1.230354607,1,232.7384613,233.9688159
40.90951718,40.91878132,-124.1436502,-124.1399565,1.07586812,1,233.9688159,235.044684
40.91878132,40.92825461,-124.1399565,-124.1366392,1.089631612,1,235.044684,236.1343156
40.92825461,40.94040469,-124.1366392,-124.1329175,1.386727079,1,236.1343156,237.5210427
40.94040469,40.95081626,-124.1329175,-124.1296792,1.189232884,1,237.5210427,238.7102756
40.95081626,40.95995014,-124.1296792,-124.1272847,1.035355564,1,238.7102756,239.7456312
40.95995014,40.97184133,-124.1272847,-124.1218318,1.399265044,0.996282445,239.7456312,241.1448962
40.97184133,40.98230929,-124.1218318,-124.121862,1.163986073,0.852813954,241.1448962,242.3088823
40.98230929,40.99139376,-124.121862,-124.120024,1.02186059,1,242.3088823,243.3307429
40.99139376,41.00053078,-124.120024,-124.11775,1.033759785,1,243.3307429,244.3645027
41.00053078,41.00954556,-124.11775,-124.1159484,1.013733453,1,244.3645027,245.3782361
41.00954556,41.01888359,-124.1159484,-124.1146574,1.043975847,1,245.3782361,246.422212
41.01888359,41.02888962,-124.1146574,-124.1134129,1.117507053,1,246.422212,247.539719
41.02888962,41.03689346,-124.1134129,-124.1192147,1.01434664,0.565044594,247.539719,248.5540657
41.03689346,41.04523369,-124.1192147,-124.1237222,1.001482426,0.647467806,248.5540657,249.5555481
41.04523369,41.05210388,-124.1237222,-124.1314256,1.000445693,0.546808721,249.5555481,250.5559938
41.05210388,41.05707748,-124.1314256,-124.1413938,1.002236492,0.61217666,250.5559938,251.5582303
41.05707748,41.05447993,-124.1413938,-124.1530446,1.018710213,0.270498651,251.5582303,252.5769405
41.05447993,41.06316992,-124.1530446,-124.1496227,1.007979603,0.683061149,252.5769405,253.5849201
41.06316992,41.06893479,-124.1496227,-124.1587848,1.000456963,0.463963473,253.5849201,254.5853771
41.06893479,41.07753851,-124.1587848,-124.1553084,1.000090399,0,254.5853771,255.5854674
41.07753851,41.08654429,-124.1553084,-124.1550876,1.001568011,0.142003107,255.5854674,256.5870355
41.08654429,41.09510791,-124.1550876,-124.1587549,1.000599892,1,256.5870355,257.5876354
41.09510791,41.10398669,-124.1587549,-124.1606975,1.000602747,0.960042975,257.5876354,258.5882381
41.10398669,41.11295893,-124.1606975,-124.159544,1.002337937,1,258.5882381,259.590576
41.11295893,41.12196012,-124.159544,-124.1589193,1.002253384,0.655571658,259.590576,260.5928294
41.12196012,41.13010583,-124.1589193,-124.1649833,1.038452673,0.906898509,260.5928294,261.6312821
41.13010583,41.1390707,-124.1649833,-124.1632569,1.00727973,0,261.6312821,262.6385618
41.1390707,41.14092508,-124.1632569,-124.1515612,1.000884645,0,262.6385618,263.6394465
41.14092508,41.14636311,-124.1515612,-124.142003,1.003106737,0.798342191,263.6394465,264.6425532
41.14636311,41.15619261,-124.142003,-124.1368976,1.173606923,1,264.6425532,265.8161601
41.15619261,41.16505937,-124.1368976,-124.1334176,1.028078854,1,265.8161601,266.844239
41.16505937,41.17696491,-124.1334176,-124.1280746,1.397335184,1,266.844239,268.2415742
41.17696491,41.18934757,-124.1280746,-124.1228096,1.445668193,1,268.2415742,269.6872424
41.18934757,41.20074282,-124.1228096,-124.1181959,1.324595368,1,269.6872424,271.0118377
41.20074282,41.21154225,-124.1181959,-124.1139717,1.251758482,1,271.0118377,272.2635962
41.21154225,41.22324289,-124.1139717,-124.1099872,1.343059598,1,272.2635962,273.6066558
41.22324289,41.23316578,-124.1099872,-124.1067809,1.135487411,1,273.6066558,274.7421432
41.23316578,41.2432148,-124.1067809,-124.1053043,1.124200471,0.840994904,274.7421432,275.8663437
41.2432148,41.25203379,-124.1053043,-124.1025953,1.006441539,1,275.8663437,276.8727852
41.25203379,41.2636551,-124.1025953,-124.0990559,1.32566687,1,276.8727852,278.1984521
41.2636551,41.27271798,-124.0990559,-124.0973433,1.017859927,1,278.1984521,279.216312
41.27271798,41.28189809,-124.0973433,-124.0942989,1.052008537,1,279.216312,280.2683206
41.28189809,41.29207534,-124.0942989,-124.092125,1.146142554,1,280.2683206,281.4144631
41.29207534,41.30196968,-124.092125,-124.0899658,1.11488846,1,281.4144631,282.5293516
41.30196968,41.31227013,-124.0899658,-124.0881119,1.155778448,1,282.5293516,283.68513
41.31227013,41.32178669,-124.0881119,-124.0857568,1.076317624,0.981550656,283.68513,284.7614477
41.32178669,41.33063406,-124.0857568,-124.0834811,1.001966853,0.87905398,284.7614477,285.7634145
41.33063406,41.33953292,-124.0834811,-124.0812881,1.006305982,1,285.7634145,286.7697205
41.33953292,41.3507729,-124.0812881,-124.0786842,1.268589879,1,286.7697205,288.0383104
41.3507729,41.35961514,-124.0786842,-124.0764556,1.000653943,1,288.0383104,289.0389643
41.35961514,41.37363606,-124.0764556,-124.0736757,1.576220236,1,289.0389643,290.6151845
41.37363606,41.38550916,-124.0736757,-124.0716487,1.331015875,1,290.6151845,291.9462004
41.38550916,41.39492213,-124.0716487,-124.070571,1.050529172,1,291.9462004,292.9967296
41.39492213,41.40528922,-124.070571,-124.0693212,1.157472244,1,292.9967296,294.1542018
41.40528922,41.41798552,-124.0693212,-124.0674965,1.419940044,1,294.1542018,295.5741419
41.41798552,41.42912959,-124.0674965,-124.0665624,1.241609851,1,295.5741419,296.8157517
41.42912959,41.44236718,-124.0665624,-124.0657679,1.473441924,1,296.8157517,298.2891937
41.44236718,41.45222556,-124.0657679,-124.0661507,1.096666208,1,298.2891937,299.3858599
41.45222556,41.46191764,-124.0661507,-124.0665418,1.078203214,1,299.3858599,300.4640631
41.46191764,41.47206794,-124.0665418,-124.0667541,1.128800232,1,300.4640631,301.5928633
41.47206794,41.48104744,-124.0667541,-124.0697252,1.028698336,1,301.5928633,302.6215616
41.48104744,41.49067485,-124.0697252,-124.0724632,1.094543335,1,302.6215616,303.716105
41.49067485,41.49959354,-124.0724632,-124.0752051,1.017667827,1,303.716105,304.7337728
41.49959354,41.50833659,-124.0752051,-124.0790434,1.023377757,0.801410865,304.7337728,305.7571506
41.50833659,41.51717161,-124.0790434,-124.0815324,1.004032777,0.716855751,305.7571506,306.7611833
41.51717161,41.52704696,-124.0815324,-124.0826598,1.102092038,0.567416586,306.7611833,307.8632754
41.52704696,41.53882598,-124.0826598,-124.0809272,1.317683307,0.997151663,307.8632754,309.1809587
41.53882598,41.54830284,-124.0809272,-124.082524,1.062125886,0.820031043,309.1809587,310.2430846
41.54830284,41.5545494,-124.082524,-124.0929147,1.109086226,0.324113521,310.2430846,311.3521708
41.5545494,41.5631631,-124.0929147,-124.0964533,1.002032897,0.229332941,311.3521708,312.3542037
41.5631631,41.57150456,-124.0964533,-124.1011893,1.007742173,0,312.3542037,313.3619459
41.57150456,41.58071767,-124.1011893,-124.1001343,1.028203152,0.446245968,313.3619459,314.390149
41.58071767,41.58999692,-124.1001343,-124.1007475,1.033065787,0.800011042,314.390149,315.4232148
41.58999692,41.5993712,-124.1007475,-124.1008944,1.042443355,0.694806108,315.4232148,316.4656582
41.5993712,41.60877794,-124.1008944,-124.1063071,1.138694597,0.90504356,316.4656582,317.6043528
41.60877794,41.61570334,-124.1063071,-124.1155737,1.089265068,0.718749065,317.6043528,318.6936178
41.61570334,41.62470805,-124.1155737,-124.1153673,1.001425593,0.255711563,318.6936178,319.6950434
41.62470805,41.63465443,-124.1153673,-124.119239,1.151849991,1,319.6950434,320.8468934
41.63465443,41.64405287,-124.119239,-124.1229178,1.08885497,1,320.8468934,321.9357484
41.64405287,41.6524275,-124.1229178,-124.1289207,1.056380622,1,321.9357484,322.992129
41.6524275,41.66104262,-124.1289207,-124.1349869,1.082435575,1,322.992129,324.0745646
41.66104262,41.67002715,-124.1349869,-124.1379117,1.02815289,1,324.0745646,325.1027175
